"Stichtag";"Stadtbezirk_ID";"Stadtbezirk_Name";"Stadtteil_ID";"Stadtteil_Name";"deutsch";"davon deutsch mit 2. StA";"nichtdeutsch"
"31.03.2017";1;"Mitte";13;"Bismarck";12571;1943;3374
"31.03.2017";1;"Mitte";11;"Schalke";14676;3105;6465
"31.03.2017";1;"Mitte";16;"Heßler";5030;483;814
"31.03.2017";1;"Mitte";12;"Schalke-Nord";3030;468;1636
"31.03.2017";2;"Nord";22;"Hassel";11857;1988;3065
"31.03.2017";2;"Nord";21;"Scholven";8167;1143;1193
"31.03.2017";2;"Nord";20;"Buer";29290;3884;4212
"31.03.2017";3;"West";30;"Horst";16062;2742;4070
"31.03.2017";3;"West";31;"Beckhausen";12746;1766;1588
"31.03.2017";4;"Ost";41;"Resse";10473;893;939
"31.03.2017";4;"Ost";40;"Erle";23290;2502;2508
"31.03.2017";4;"Ost";42;"Resser Mark";3148;174;233
"31.03.2017";5;"Süd";51;"Ückendorf";15441;2015;4611
"31.03.2017";5;"Süd";50;"Neustadt";3058;876;1555
"31.03.2017";5;"Süd";52;"Rotthausen";10500;1274;3442
"31.12.2016";1;"Mitte";10;"Altstadt";7088;1432;3843
"31.12.2016";1;"Mitte";12;"Schalke-Nord";3063;461;1626
"31.12.2016";1;"Mitte";15;"Feldmark";8727;1073;1758
"31.12.2016";1;"Mitte";14;"Bulmke-Hüllen";17874;3646;6703
"31.12.2016";1;"Mitte";13;"Bismarck";12636;1956;3438
"31.12.2016";1;"Mitte";11;"Schalke";14763;3074;6387
"31.12.2016";1;"Mitte";16;"Heßler";5090;489;833
"31.12.2016";2;"Nord";22;"Hassel";11899;1985;3046
"31.12.2016";2;"Nord";21;"Scholven";8234;1164;1215
"31.12.2016";2;"Nord";20;"Buer";29385;3876;4113
"31.12.2016";3;"West";31;"Beckhausen";12754;1753;1572
"31.12.2016";3;"West";30;"Horst";16122;2690;4046
"31.12.2016";4;"Ost";40;"Erle";23420;2490;2518
"31.12.2016";4;"Ost";42;"Resser Mark";3187;182;243
"31.12.2016";4;"Ost";41;"Resse";10418;868;929
"31.12.2016";5;"Süd";52;"Rotthausen";10511;1262;3353
"31.12.2016";5;"Süd";51;"Ückendorf";15486;1986;4526
"31.12.2016";5;"Süd";50;"Neustadt";3101;888;1528
"30.09.2016";1;"Mitte";13;"Bismarck";12630;1950;3403
"30.09.2016";1;"Mitte";11;"Schalke";14806;3059;6179
"30.09.2016";1;"Mitte";16;"Heßler";5084;487;787
"30.09.2016";1;"Mitte";12;"Schalke-Nord";3092;470;1621
"30.09.2016";1;"Mitte";10;"Altstadt";7120;1438;3753
"30.09.2016";1;"Mitte";15;"Feldmark";8732;1077;1703
"30.09.2016";1;"Mitte";14;"Bulmke-Hüllen";17940;3609;6603
"30.09.2016";2;"Nord";21;"Scholven";8256;1183;1253
"30.09.2016";2;"Nord";20;"Buer";29428;3870;4086
"30.09.2016";2;"Nord";22;"Hassel";11887;1952;3058
"30.09.2016";3;"West";31;"Beckhausen";12710;1728;1549
"30.09.2016";3;"West";30;"Horst";16095;2665;3965
"30.09.2016";4;"Ost";41;"Resse";10410;835;910
"30.09.2016";4;"Ost";40;"Erle";23478;2476;2438
"30.09.2016";4;"Ost";42;"Resser Mark";3227;180;236
"30.09.2016";5;"Süd";52;"Rotthausen";10534;1249;3290
"30.09.2016";5;"Süd";51;"Ückendorf";15484;1960;4394
"30.09.2016";5;"Süd";50;"Neustadt";3132;875;1517
"30.06.2016";1;"Mitte";10;"Altstadt";7210;1446;3863
"30.06.2016";1;"Mitte";14;"Bulmke-Hüllen";18017;3611;6515
"30.06.2016";1;"Mitte";13;"Bismarck";12700;1932;3312
"30.06.2016";1;"Mitte";11;"Schalke";14892;3046;6062
"30.06.2016";1;"Mitte";16;"Heßler";5093;485;812
"30.06.2016";1;"Mitte";12;"Schalke-Nord";3128;473;1644
"30.06.2016";1;"Mitte";15;"Feldmark";8764;1066;1668
"30.06.2016";2;"Nord";22;"Hassel";11920;1932;3040
"30.06.2016";2;"Nord";21;"Scholven";8307;1190;1212
"30.06.2016";2;"Nord";20;"Buer";29425;3824;4081
"30.06.2016";3;"West";31;"Beckhausen";12658;1721;1544
"30.06.2016";3;"West";30;"Horst";16106;2633;3846
"30.06.2016";4;"Ost";41;"Resse";10420;835;884
"30.06.2016";4;"Ost";40;"Erle";23529;2487;2418
"30.06.2016";4;"Ost";42;"Resser Mark";3247;176;232
"30.06.2016";5;"Süd";51;"Ückendorf";15398;1914;4370
"30.06.2016";5;"Süd";50;"Neustadt";3136;871;1513
"30.06.2016";5;"Süd";52;"Rotthausen";10577;1252;3246
"31.03.2016";1;"Mitte";10;"Altstadt";7246;1446;3790
"31.03.2016";1;"Mitte";11;"Schalke";14916;3034;5805
"31.03.2016";1;"Mitte";16;"Heßler";5089;471;799
"31.03.2016";1;"Mitte";12;"Schalke-Nord";3146;473;1624
"31.03.2016";1;"Mitte";15;"Feldmark";8784;1079;1615
"31.03.2016";1;"Mitte";14;"Bulmke-Hüllen";18060;3581;6222
"31.03.2016";1;"Mitte";13;"Bismarck";12704;1907;3212
"31.03.2016";2;"Nord";21;"Scholven";8330;1192;1220
"31.03.2016";2;"Nord";22;"Hassel";11904;1903;2973
"31.03.2016";2;"Nord";20;"Buer";29479;3822;4070
"31.03.2016";3;"West";31;"Beckhausen";12647;1714;1520
"31.03.2016";3;"West";30;"Horst";16078;2610;3758
"31.03.2016";4;"Ost";40;"Erle";23577;2479;2446
"31.03.2016";4;"Ost";42;"Resser Mark";3245;177;223
"31.03.2016";4;"Ost";41;"Resse";10437;835;901
"31.03.2016";5;"Süd";51;"Ückendorf";15476;1892;4251
"31.03.2016";5;"Süd";50;"Neustadt";3152;867;1459
"31.03.2016";5;"Süd";52;"Rotthausen";10607;1238;3152
"31.12.2015";1;"Mitte";10;"Altstadt";7277;1450;3505
"31.12.2015";1;"Mitte";15;"Feldmark";8829;1074;1541
"31.12.2015";1;"Mitte";14;"Bulmke-Hüllen";18107;3565;6075
"31.12.2015";1;"Mitte";13;"Bismarck";12734;1883;3184
"31.12.2015";1;"Mitte";11;"Schalke";14949;3006;5598
"31.12.2015";1;"Mitte";16;"Heßler";5132;470;770
"31.12.2015";1;"Mitte";12;"Schalke-Nord";3139;474;1547
"31.12.2015";2;"Nord";21;"Scholven";8367;1191;1098
"31.12.2015";2;"Nord";20;"Buer";29545;3783;4068
"31.12.2015";2;"Nord";22;"Hassel";11983;1885;2896
"31.12.2015";3;"West";31;"Beckhausen";12632;1710;1496
"31.12.2015";3;"West";30;"Horst";16137;2571;3496
"31.12.2015";4;"Ost";41;"Resse";10474;833;897
"31.12.2015";4;"Ost";40;"Erle";23636;2465;2328
"31.12.2015";4;"Ost";42;"Resser Mark";3260;170;216
"31.12.2015";5;"Süd";52;"Rotthausen";10658;1243;2978
"31.12.2015";5;"Süd";51;"Ückendorf";15491;1862;4167
"31.12.2015";5;"Süd";50;"Neustadt";3152;854;1472
"30.09.2015";1;"Mitte";12;"Schalke-Nord";3150;466;1276
"30.09.2015";1;"Mitte";10;"Altstadt";7329;1459;3059
"30.09.2015";1;"Mitte";15;"Feldmark";8828;1059;1437
"30.09.2015";1;"Mitte";14;"Bulmke-Hüllen";18210;3551;5952
"30.09.2015";1;"Mitte";13;"Bismarck";12755;1856;3065
"30.09.2015";1;"Mitte";11;"Schalke";15011;2998;5232
"30.09.2015";1;"Mitte";16;"Heßler";5127;472;754
"30.09.2015";2;"Nord";22;"Hassel";12010;1871;2855
"30.09.2015";2;"Nord";21;"Scholven";8371;1178;1061
"30.09.2015";2;"Nord";20;"Buer";29645;3784;4005
"30.09.2015";3;"West";31;"Beckhausen";12625;1689;1446
"30.09.2015";3;"West";30;"Horst";16162;2546;3323
"30.09.2015";4;"Ost";40;"Erle";23676;2459;2066
"30.09.2015";4;"Ost";42;"Resser Mark";3278;179;215
"30.09.2015";4;"Ost";41;"Resse";10498;826;892
"30.09.2015";5;"Süd";52;"Rotthausen";10689;1238;2853
"30.09.2015";5;"Süd";51;"Ückendorf";15493;1857;3864
"30.09.2015";5;"Süd";50;"Neustadt";3144;854;1450
"30.06.2015";1;"Mitte";10;"Altstadt";7329;1438;2996
"30.06.2015";1;"Mitte";11;"Schalke";15103;3012;5050
"30.06.2015";1;"Mitte";16;"Heßler";5138;467;731
"30.06.2015";1;"Mitte";12;"Schalke-Nord";3169;460;1197
"30.06.2015";1;"Mitte";15;"Feldmark";8864;1039;1390
"30.06.2015";1;"Mitte";14;"Bulmke-Hüllen";18212;3489;5682
"30.06.2015";1;"Mitte";13;"Bismarck";12770;1851;3033
"30.06.2015";2;"Nord";22;"Hassel";12050;1847;2791
"30.06.2015";2;"Nord";21;"Scholven";8451;1185;968
"30.06.2015";2;"Nord";20;"Buer";29706;3747;3912
"30.06.2015";3;"West";31;"Beckhausen";12628;1678;1356
"30.06.2015";3;"West";30;"Horst";16214;2539;3258
"30.06.2015";4;"Ost";40;"Erle";23687;2429;2018
"30.06.2015";4;"Ost";42;"Resser Mark";3287;171;218
"30.06.2015";4;"Ost";41;"Resse";10507;819;880
"30.06.2015";5;"Süd";51;"Ückendorf";15604;1860;3740
"30.06.2015";5;"Süd";50;"Neustadt";3123;834;1392
"30.06.2015";5;"Süd";52;"Rotthausen";10713;1226;2666
"31.03.2015";1;"Mitte";10;"Altstadt";7353;1437;2901
"31.03.2015";1;"Mitte";14;"Bulmke-Hüllen";18231;3446;5557
"31.03.2015";1;"Mitte";13;"Bismarck";12793;1833;3005
"31.03.2015";1;"Mitte";11;"Schalke";15094;2993;4937
"31.03.2015";1;"Mitte";16;"Heßler";5181;471;715
"31.03.2015";1;"Mitte";12;"Schalke-Nord";3200;465;1199
"31.03.2015";1;"Mitte";15;"Feldmark";8858;1041;1357
"31.03.2015";2;"Nord";21;"Scholven";8469;1197;934
"31.03.2015";2;"Nord";22;"Hassel";12063;1831;2745
"31.03.2015";2;"Nord";20;"Buer";29813;3738;3917
"31.03.2015";3;"West";31;"Beckhausen";12582;1650;1348
"31.03.2015";3;"West";30;"Horst";16298;2532;3182
"31.03.2015";4;"Ost";41;"Resse";10533;820;884
"31.03.2015";4;"Ost";40;"Erle";23745;2420;2008
"31.03.2015";4;"Ost";42;"Resser Mark";3299;169;216
"31.03.2015";5;"Süd";51;"Ückendorf";15662;1866;3571
"31.03.2015";5;"Süd";50;"Neustadt";3130;826;1373
"31.03.2015";5;"Süd";52;"Rotthausen";10711;1219;2630
"31.12.2014";1;"Mitte";10;"Altstadt";7408;1415;2844
"31.12.2014";1;"Mitte";12;"Schalke-Nord";3210;465;1158
"31.12.2014";1;"Mitte";15;"Feldmark";8868;1031;1372
"31.12.2014";1;"Mitte";14;"Bulmke-Hüllen";18354;3431;5346
"31.12.2014";1;"Mitte";13;"Bismarck";12831;1816;2924
"31.12.2014";1;"Mitte";11;"Schalke";15140;2969;4805
"31.12.2014";1;"Mitte";16;"Heßler";5200;467;684
"31.12.2014";2;"Nord";22;"Hassel";12081;1809;2688
"31.12.2014";2;"Nord";21;"Scholven";8517;1199;921
"31.12.2014";2;"Nord";20;"Buer";29775;3721;3834
"31.12.2014";3;"West";31;"Beckhausen";12619;1652;1305
"31.12.2014";3;"West";30;"Horst";16354;2500;3184
"31.12.2014";4;"Ost";40;"Erle";23835;2431;1908
"31.12.2014";4;"Ost";42;"Resser Mark";3304;166;211
"31.12.2014";4;"Ost";41;"Resse";10560;812;870
"31.12.2014";5;"Süd";52;"Rotthausen";10762;1203;2528
"31.12.2014";5;"Süd";51;"Ückendorf";15642;1819;3515
"31.12.2014";5;"Süd";50;"Neustadt";3122;833;1327
